number,timestamp,src_ip,dst_ip,protocol,src_port,dst_port,seq,length
874,2018-12-22 01:25:44.363899,104.248.160.24,192.168.1.196,TCP,80,44822,14481,1514
875,2018-12-22 01:25:44.364148,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
876,2018-12-22 01:25:44.375643,104.248.160.24,192.168.1.196,TCP,80,44822,15929,1514
877,2018-12-22 01:25:44.375891,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
878,2018-12-22 01:25:44.387637,104.248.160.24,192.168.1.196,TCP,80,44822,17377,1514
879,2018-12-22 01:25:44.387885,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
880,2018-12-22 01:25:44.399631,104.248.160.24,192.168.1.196,TCP,80,44822,18825,1514
881,2018-12-22 01:25:44.399878,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
882,2018-12-22 01:25:44.415620,104.248.160.24,192.168.1.196,TCP,80,44822,20273,1514
883,2018-12-22 01:25:44.415869,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
884,2018-12-22 01:25:44.423616,104.248.160.24,192.168.1.196,TCP,80,44822,23169,1514
885,2018-12-22 01:25:44.423864,192.168.1.196,104.248.160.24,TCP,44822,80,150,86
886,2018-12-22 01:25:44.435609,104.248.160.24,192.168.1.196,TCP,80,44822,26065,1514
887,2018-12-22 01:25:44.435859,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
888,2018-12-22 01:25:44.447603,104.248.160.24,192.168.1.196,TCP,80,44822,27513,1514
889,2018-12-22 01:25:44.447850,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
890,2018-12-22 01:25:44.459610,104.248.160.24,192.168.1.196,TCP,80,44822,28961,1514
891,2018-12-22 01:25:44.459859,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
892,2018-12-22 01:25:44.480590,104.248.160.24,192.168.1.196,TCP,80,44822,31857,1514
893,2018-12-22 01:25:44.480837,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
894,2018-12-22 01:25:44.503071,104.248.160.24,192.168.1.196,TCP,80,44822,34753,1514
895,2018-12-22 01:25:44.503078,104.248.160.24,192.168.1.196,TCP,80,44822,10137,1514
896,2018-12-22 01:25:44.503320,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
897,2018-12-22 01:25:44.503569,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
898,2018-12-22 01:25:44.514314,104.248.160.24,192.168.1.196,TCP,80,44822,36201,1514
899,2018-12-22 01:25:44.514562,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
900,2018-12-22 01:25:44.526307,104.248.160.24,192.168.1.196,TCP,80,44822,37649,1514
901,2018-12-22 01:25:44.526806,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
902,2018-12-22 01:25:44.538303,104.248.160.24,192.168.1.196,TCP,80,44822,39097,1514
903,2018-12-22 01:25:44.538549,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
904,2018-12-22 01:25:44.566547,104.248.160.24,192.168.1.196,TCP,80,44822,40545,1514
905,2018-12-22 01:25:44.566564,104.248.160.24,192.168.1.196,TCP,80,44822,21721,1514
906,2018-12-22 01:25:44.566782,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
907,2018-12-22 01:25:44.567032,192.168.1.196,104.248.160.24,TCP,44822,80,150,94
908,2018-12-22 01:25:44.578278,104.248.160.24,192.168.1.196,TCP,80,44822,24617,1514
909,2018-12-22 01:25:44.578526,192.168.1.196,104.248.160.24,TCP,44822,80,150,86
910,2018-12-22 01:25:44.589774,104.248.160.24,192.168.1.196,TCP,80,44822,41993,1514
911,2018-12-22 01:25:44.590019,192.168.1.196,104.248.160.24,TCP,44822,80,150,86
912,2018-12-22 01:25:44.601765,104.248.160.24,192.168.1.196,TCP,80,44822,30409,1514
913,2018-12-22 01:25:44.602012,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
914,2018-12-22 01:25:44.613759,104.248.160.24,192.168.1.196,TCP,80,44822,44889,1514
915,2018-12-22 01:25:44.614006,192.168.1.196,104.248.160.24,TCP,44822,80,150,86
916,2018-12-22 01:25:44.625753,104.248.160.24,192.168.1.196,TCP,80,44822,43441,1514
917,2018-12-22 01:25:44.625999,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
918,2018-12-22 01:25:44.637744,104.248.160.24,192.168.1.196,TCP,80,44822,46337,1514
919,2018-12-22 01:25:44.637992,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
920,2018-12-22 01:25:44.649737,104.248.160.24,192.168.1.196,TCP,80,44822,33305,1514
921,2018-12-22 01:25:44.649986,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
922,2018-12-22 01:25:44.677972,104.248.160.24,192.168.1.196,TCP,80,44822,47785,1514
923,2018-12-22 01:25:44.678221,104.248.160.24,192.168.1.196,TCP,80,44822,50681,1514
924,2018-12-22 01:25:44.678469,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
925,2018-12-22 01:25:44.678719,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
926,2018-12-22 01:25:44.699251,104.248.160.24,192.168.1.196,TCP,80,44822,52129,1514
927,2018-12-22 01:25:44.699956,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
928,2018-12-22 01:25:44.720229,104.248.160.24,192.168.1.196,TCP,80,44822,53577,1514
929,2018-12-22 01:25:44.720462,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
930,2018-12-22 01:25:44.739957,104.248.160.24,192.168.1.196,TCP,80,44822,55025,1514
931,2018-12-22 01:25:44.740217,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
932,2018-12-22 01:25:44.761217,104.248.160.24,192.168.1.196,TCP,80,44822,56473,1514
933,2018-12-22 01:25:44.762447,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
934,2018-12-22 01:25:44.782163,104.248.160.24,192.168.1.196,TCP,80,44822,57921,1514
935,2018-12-22 01:25:44.782410,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
936,2018-12-22 01:25:44.803150,104.248.160.24,192.168.1.196,TCP,80,44822,59369,1514
937,2018-12-22 01:25:44.803398,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
938,2018-12-22 01:25:44.823640,104.248.160.24,192.168.1.196,TCP,80,44822,60817,1514
939,2018-12-22 01:25:44.823646,104.248.160.24,192.168.1.196,TCP,80,44822,62265,1514
940,2018-12-22 01:25:44.823886,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
941,2018-12-22 01:25:44.824136,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
942,2018-12-22 01:25:45.014302,104.248.160.24,192.168.1.196,TCP,80,44822,63713,2962
943,2018-12-22 01:25:45.014528,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
944,2018-12-22 01:25:45.014533,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
945,2018-12-22 01:25:45.025547,104.248.160.24,192.168.1.196,TCP,80,44822,66609,1514
946,2018-12-22 01:25:45.025773,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
947,2018-12-22 01:25:45.037534,104.248.160.24,192.168.1.196,TCP,80,44822,49233,1514
948,2018-12-22 01:25:45.037748,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
949,2018-12-22 01:25:45.058772,104.248.160.24,192.168.1.196,TCP,80,44822,68057,1514
950,2018-12-22 01:25:45.059253,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
951,2018-12-22 01:25:45.061515,104.248.160.24,192.168.1.196,TCP,80,44822,69505,1514
952,2018-12-22 01:25:45.061751,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
953,2018-12-22 01:25:45.080017,104.248.160.24,192.168.1.196,TCP,80,44822,70953,1514
954,2018-12-22 01:25:45.080242,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
955,2018-12-22 01:25:45.085508,104.248.160.24,192.168.1.196,TCP,80,44822,72401,1514
956,2018-12-22 01:25:45.085739,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
957,2018-12-22 01:25:45.097501,104.248.160.24,192.168.1.196,TCP,80,44822,73849,1514
958,2018-12-22 01:25:45.097740,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
959,2018-12-22 01:25:45.109241,104.248.160.24,192.168.1.196,TCP,80,44822,75297,625
960,2018-12-22 01:25:45.109727,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
961,2018-12-22 01:25:45.129984,104.248.160.24,192.168.1.196,TCP,80,44822,75857,66
962,2018-12-22 01:25:45.147972,192.168.1.196,104.248.160.24,TCP,44850,80,0,74
963,2018-12-22 01:25:46.201372,192.168.1.196,104.248.160.24,TCP,44850,80,0,74
964,2018-12-22 01:25:46.221595,104.248.160.24,192.168.1.196,TCP,80,44850,0,74
965,2018-12-22 01:25:46.222092,192.168.1.196,104.248.160.24,TCP,44850,80,1,66
966,2018-12-22 01:25:46.222342,192.168.1.196,104.248.160.24,TCP,44850,80,1,215
967,2018-12-22 01:25:46.249078,104.248.160.24,192.168.1.196,TCP,80,44850,1,66
968,2018-12-22 01:25:46.255825,104.248.160.24,192.168.1.196,TCP,80,44850,1,1514
969,2018-12-22 01:25:46.256074,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
970,2018-12-22 01:25:46.256082,104.248.160.24,192.168.1.196,TCP,80,44850,2897,1514
971,2018-12-22 01:25:46.256322,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
972,2018-12-22 01:25:46.283075,104.248.160.24,192.168.1.196,TCP,80,44850,5793,1514
973,2018-12-22 01:25:46.283090,104.248.160.24,192.168.1.196,TCP,80,44850,8689,1514
974,2018-12-22 01:25:46.283311,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
975,2018-12-22 01:25:46.283558,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
976,2018-12-22 01:25:46.294303,104.248.160.24,192.168.1.196,TCP,80,44850,11585,1514
977,2018-12-22 01:25:46.294551,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
978,2018-12-22 01:25:46.306297,104.248.160.24,192.168.1.196,TCP,80,44850,1449,1514
979,2018-12-22 01:25:46.306544,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
980,2018-12-22 01:25:46.318291,104.248.160.24,192.168.1.196,TCP,80,44850,4345,1514
981,2018-12-22 01:25:46.318537,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
982,2018-12-22 01:25:46.330284,104.248.160.24,192.168.1.196,TCP,80,44850,7241,1514
983,2018-12-22 01:25:46.330530,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
984,2018-12-22 01:25:46.342276,104.248.160.24,192.168.1.196,TCP,80,44850,10137,1514
985,2018-12-22 01:25:46.342524,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
986,2018-12-22 01:25:46.354272,104.248.160.24,192.168.1.196,TCP,80,44850,13033,1514
987,2018-12-22 01:25:46.354516,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
988,2018-12-22 01:25:46.366261,104.248.160.24,192.168.1.196,TCP,80,44850,14481,1514
989,2018-12-22 01:25:46.366509,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
990,2018-12-22 01:25:46.378270,104.248.160.24,192.168.1.196,TCP,80,44850,15929,1514
991,2018-12-22 01:25:46.378503,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
992,2018-12-22 01:25:46.390253,104.248.160.24,192.168.1.196,TCP,80,44850,1449,1514
993,2018-12-22 01:25:46.390496,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
994,2018-12-22 01:25:46.402257,104.248.160.24,192.168.1.196,TCP,80,44850,4345,1514
995,2018-12-22 01:25:46.402491,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
996,2018-12-22 01:25:46.414234,104.248.160.24,192.168.1.196,TCP,80,44850,7241,1514
997,2018-12-22 01:25:46.414482,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
998,2018-12-22 01:25:46.438722,104.248.160.24,192.168.1.196,TCP,80,44850,10137,1514
999,2018-12-22 01:25:46.438729,104.248.160.24,192.168.1.196,TCP,80,44850,17377,1514
1000,2018-12-22 01:25:46.438968,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1001,2018-12-22 01:25:46.439218,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1002,2018-12-22 01:25:46.450218,104.248.160.24,192.168.1.196,TCP,80,44850,18825,1514
1003,2018-12-22 01:25:46.450462,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1004,2018-12-22 01:25:46.462207,104.248.160.24,192.168.1.196,TCP,80,44850,20273,1514
1005,2018-12-22 01:25:46.462454,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1006,2018-12-22 01:25:46.474201,104.248.160.24,192.168.1.196,TCP,80,44850,21721,1514
1007,2018-12-22 01:25:46.474450,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1008,2018-12-22 01:25:46.486212,104.248.160.24,192.168.1.196,TCP,80,44850,23169,1514
1009,2018-12-22 01:25:46.486443,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1010,2018-12-22 01:25:46.498187,104.248.160.24,192.168.1.196,TCP,80,44850,24617,1514
1011,2018-12-22 01:25:46.498435,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1012,2018-12-22 01:25:46.523172,104.248.160.24,192.168.1.196,TCP,80,44850,26065,1514
1013,2018-12-22 01:25:46.523180,104.248.160.24,192.168.1.196,TCP,80,44850,31857,1514
1014,2018-12-22 01:25:46.523420,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1015,2018-12-22 01:25:46.523670,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1016,2018-12-22 01:25:46.534417,104.248.160.24,192.168.1.196,TCP,80,44850,33305,1514
1017,2018-12-22 01:25:46.534664,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1018,2018-12-22 01:25:46.548658,104.248.160.24,192.168.1.196,TCP,80,44850,34753,1514
1019,2018-12-22 01:25:46.548905,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1020,2018-12-22 01:25:46.558402,104.248.160.24,192.168.1.196,TCP,80,44850,36201,1514
1021,2018-12-22 01:25:46.558650,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1022,2018-12-22 01:25:46.570396,104.248.160.24,192.168.1.196,TCP,80,44850,37649,1514
1023,2018-12-22 01:25:46.570644,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1024,2018-12-22 01:25:46.582392,104.248.160.24,192.168.1.196,TCP,80,44850,39097,1514
1025,2018-12-22 01:25:46.582637,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1026,2018-12-22 01:25:46.612136,104.248.160.24,192.168.1.196,TCP,80,44850,40545,1514
1027,2018-12-22 01:25:46.612387,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1028,2018-12-22 01:25:46.612402,104.248.160.24,192.168.1.196,TCP,80,44850,41993,1514
1029,2018-12-22 01:25:46.612628,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1030,2018-12-22 01:25:46.623624,104.248.160.24,192.168.1.196,TCP,80,44850,43441,1514
1031,2018-12-22 01:25:46.623871,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1032,2018-12-22 01:25:46.635361,104.248.160.24,192.168.1.196,TCP,80,44850,49233,1514
1033,2018-12-22 01:25:46.635607,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1034,2018-12-22 01:25:46.647352,104.248.160.24,192.168.1.196,TCP,80,44850,52129,1514
1035,2018-12-22 01:25:46.647600,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1036,2018-12-22 01:25:46.659344,104.248.160.24,192.168.1.196,TCP,80,44850,50681,1514
1037,2018-12-22 01:25:46.659592,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1038,2018-12-22 01:25:46.671347,104.248.160.24,192.168.1.196,TCP,80,44850,53577,1514
1039,2018-12-22 01:25:46.671837,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1040,2018-12-22 01:25:46.683342,104.248.160.24,192.168.1.196,TCP,80,44850,55025,1514
1041,2018-12-22 01:25:46.683581,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1042,2018-12-22 01:25:46.695336,104.248.160.24,192.168.1.196,TCP,80,44850,57921,1514
1043,2018-12-22 01:25:46.695574,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1044,2018-12-22 01:25:46.721061,104.248.160.24,192.168.1.196,TCP,80,44850,59369,1514
1045,2018-12-22 01:25:46.721067,104.248.160.24,192.168.1.196,TCP,80,44850,62265,1514
1046,2018-12-22 01:25:46.721308,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1047,2018-12-22 01:25:46.721557,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1048,2018-12-22 01:25:46.732304,104.248.160.24,192.168.1.196,TCP,80,44850,27513,1514
1049,2018-12-22 01:25:46.732552,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1050,2018-12-22 01:25:46.744297,104.248.160.24,192.168.1.196,TCP,80,44850,28961,1514
1051,2018-12-22 01:25:46.744546,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1052,2018-12-22 01:25:46.771803,104.248.160.24,192.168.1.196,TCP,80,44850,30409,1514
1053,2018-12-22 01:25:46.772062,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1054,2018-12-22 01:25:46.772070,104.248.160.24,192.168.1.196,TCP,80,44850,63713,1514
1055,2018-12-22 01:25:46.772301,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1056,2018-12-22 01:25:46.793313,104.248.160.24,192.168.1.196,TCP,80,44850,65161,1514
1057,2018-12-22 01:25:46.793544,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1058,2018-12-22 01:25:46.814756,104.248.160.24,192.168.1.196,TCP,80,44850,66609,1514
1059,2018-12-22 01:25:46.815005,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1060,2018-12-22 01:25:46.835495,104.248.160.24,192.168.1.196,TCP,80,44850,46337,1514
1061,2018-12-22 01:25:46.835743,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1062,2018-12-22 01:25:46.856036,104.248.160.24,192.168.1.196,TCP,80,44850,44889,1514
1063,2018-12-22 01:25:46.856243,192.168.1.196,104.248.160.24,TCP,44850,80,150,94
1064,2018-12-22 01:25:46.877015,104.248.160.24,192.168.1.196,TCP,80,44850,47785,1514
1065,2018-12-22 01:25:46.877469,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1066,2018-12-22 01:25:46.898018,104.248.160.24,192.168.1.196,TCP,80,44850,68057,1514
1067,2018-12-22 01:25:46.898227,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1068,2018-12-22 01:25:46.918736,104.248.160.24,192.168.1.196,TCP,80,44850,69505,1514
1069,2018-12-22 01:25:46.919201,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1070,2018-12-22 01:25:46.939685,104.248.160.24,192.168.1.196,TCP,80,44850,70953,1514
1071,2018-12-22 01:25:46.939933,192.168.1.196,104.248.160.24,TCP,44850,80,150,86
1072,2018-12-22 01:25:47.044879,104.248.160.24,192.168.1.196,TCP,80,44850,60817,1514
1073,2018-12-22 01:25:47.045125,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1074,2018-12-22 01:25:47.045133,104.248.160.24,192.168.1.196,TCP,80,44850,56473,1514
1075,2018-12-22 01:25:47.045373,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1076,2018-12-22 01:25:47.056120,104.248.160.24,192.168.1.196,TCP,80,44850,72401,1514
1077,2018-12-22 01:25:47.056367,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1078,2018-12-22 01:25:47.067863,104.248.160.24,192.168.1.196,TCP,80,44850,75297,1514
1079,2018-12-22 01:25:47.068360,192.168.1.196,104.248.160.24,TCP,44850,80,150,78
1080,2018-12-22 01:25:47.080105,104.248.160.24,192.168.1.196,TCP,80,44850,73849,1514
1081,2018-12-22 01:25:47.080353,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1082,2018-12-22 01:25:47.092116,104.248.160.24,192.168.1.196,TCP,80,44850,76745,1514
1083,2018-12-22 01:25:47.092348,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1084,2018-12-22 01:25:47.104093,104.248.160.24,192.168.1.196,TCP,80,44850,78193,1514
1085,2018-12-22 01:25:47.104341,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1086,2018-12-22 01:25:47.116085,104.248.160.24,192.168.1.196,TCP,80,44850,79641,1514
1087,2018-12-22 01:25:47.116333,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1088,2018-12-22 01:25:47.128080,104.248.160.24,192.168.1.196,TCP,80,44850,81089,1514
1089,2018-12-22 01:25:47.128327,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1090,2018-12-22 01:25:47.140072,104.248.160.24,192.168.1.196,TCP,80,44850,82537,1514
1091,2018-12-22 01:25:47.140319,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1092,2018-12-22 01:25:47.152065,104.248.160.24,192.168.1.196,TCP,80,44850,83985,1514
1093,2018-12-22 01:25:47.152312,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1094,2018-12-22 01:25:47.164059,104.248.160.24,192.168.1.196,TCP,80,44850,85433,1514
1095,2018-12-22 01:25:47.164306,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1096,2018-12-22 01:25:47.176049,104.248.160.24,192.168.1.196,TCP,80,44850,86881,1514
1097,2018-12-22 01:25:47.176299,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1098,2018-12-22 01:25:47.753723,104.248.160.24,192.168.1.196,TCP,80,44850,88329,596
1099,2018-12-22 01:25:47.754470,192.168.1.196,104.248.160.24,TCP,44850,80,150,66
1100,2018-12-22 01:25:47.774959,104.248.160.24,192.168.1.196,TCP,80,44850,88860,66
1101,2018-12-22 01:25:47.791955,192.168.1.196,104.248.160.24,TCP,44884,80,0,74
1102,2018-12-22 01:25:48.841123,192.168.1.196,104.248.160.24,TCP,44884,80,0,74
1103,2018-12-22 01:25:50.921171,192.168.1.196,104.248.160.24,TCP,44884,80,0,74
1104,2018-12-22 01:25:55.001116,192.168.1.196,104.248.160.24,TCP,44884,80,0,74
1105,2018-12-22 01:26:03.401320,192.168.1.196,104.248.160.24,TCP,44884,80,0,74
1106,2018-12-22 01:26:20.041103,192.168.1.196,104.248.160.24,TCP,44884,80,0,74
1107,2018-12-22 01:26:52.681298,192.168.1.196,104.248.160.24,TCP,44884,80,0,74
1108,2018-12-22 01:26:52.702269,104.248.160.24,192.168.1.196,TCP,80,44884,0,74
1109,2018-12-22 01:26:52.702767,192.168.1.196,104.248.160.24,TCP,44884,80,1,66
1110,2018-12-22 01:26:52.702774,192.168.1.196,104.248.160.24,TCP,44884,80,1,214
1111,2018-12-22 01:26:52.723256,104.248.160.24,192.168.1.196,TCP,80,44884,1,66
1112,2018-12-22 01:26:52.725010,104.248.160.24,192.168.1.196,TCP,80,44884,1,2962
1113,2018-12-22 01:26:52.725255,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1114,2018-12-22 01:26:52.725504,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1115,2018-12-22 01:26:52.736250,104.248.160.24,192.168.1.196,TCP,80,44884,2897,1514
1116,2018-12-22 01:26:52.736497,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1117,2018-12-22 01:26:52.748243,104.248.160.24,192.168.1.196,TCP,80,44884,4345,1514
1118,2018-12-22 01:26:52.748491,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1119,2018-12-22 01:26:52.760254,104.248.160.24,192.168.1.196,TCP,80,44884,5793,1514
1120,2018-12-22 01:26:52.760485,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1121,2018-12-22 01:26:52.786747,104.248.160.24,192.168.1.196,TCP,80,44884,7241,2962
1122,2018-12-22 01:26:52.786991,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1123,2018-12-22 01:26:52.787228,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1124,2018-12-22 01:26:52.808505,104.248.160.24,192.168.1.196,TCP,80,44884,10137,1514
1125,2018-12-22 01:26:52.808717,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1126,2018-12-22 01:26:52.829714,104.248.160.24,192.168.1.196,TCP,80,44884,11585,1514
1127,2018-12-22 01:26:52.829944,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1128,2018-12-22 01:26:52.850454,104.248.160.24,192.168.1.196,TCP,80,44884,13033,1514
1129,2018-12-22 01:26:52.850695,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1130,2018-12-22 01:26:52.891414,104.248.160.24,192.168.1.196,TCP,80,44884,14481,1514
1131,2018-12-22 01:26:52.891659,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1132,2018-12-22 01:26:52.912148,104.248.160.24,192.168.1.196,TCP,80,44884,15929,1514
1133,2018-12-22 01:26:52.912413,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1134,2018-12-22 01:26:52.933182,104.248.160.24,192.168.1.196,TCP,80,44884,17377,1514
1135,2018-12-22 01:26:52.933392,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1136,2018-12-22 01:26:52.953665,104.248.160.24,192.168.1.196,TCP,80,44884,20273,1514
1137,2018-12-22 01:26:52.953884,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1138,2018-12-22 01:26:52.974884,104.248.160.24,192.168.1.196,TCP,80,44884,23169,1514
1139,2018-12-22 01:26:52.975125,192.168.1.196,104.248.160.24,TCP,44884,80,149,86
1140,2018-12-22 01:26:53.057833,104.248.160.24,192.168.1.196,TCP,80,44884,28961,2962
1141,2018-12-22 01:26:53.058065,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1142,2018-12-22 01:26:53.058314,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1143,2018-12-22 01:26:53.079803,104.248.160.24,192.168.1.196,TCP,80,44884,31857,1514
1144,2018-12-22 01:26:53.080051,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1145,2018-12-22 01:26:53.099044,104.248.160.24,192.168.1.196,TCP,80,44884,33305,1514
1146,2018-12-22 01:26:53.099292,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1147,2018-12-22 01:26:53.099300,104.248.160.24,192.168.1.196,TCP,80,44884,34753,1514
1148,2018-12-22 01:26:53.099541,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1149,2018-12-22 01:26:53.120031,104.248.160.24,192.168.1.196,TCP,80,44884,36201,1514
1150,2018-12-22 01:26:53.120280,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1151,2018-12-22 01:26:53.141524,104.248.160.24,192.168.1.196,TCP,80,44884,37649,1514
1152,2018-12-22 01:26:53.141530,104.248.160.24,192.168.1.196,TCP,80,44884,37649,66
1153,2018-12-22 01:26:53.141544,104.248.160.24,192.168.1.196,TCP,80,44884,40545,1514
1154,2018-12-22 01:26:53.141772,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1155,2018-12-22 01:26:53.142017,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1156,2018-12-22 01:26:53.155513,104.248.160.24,192.168.1.196,TCP,80,44884,39097,1514
1157,2018-12-22 01:26:53.156010,192.168.1.196,104.248.160.24,TCP,44884,80,149,94
1158,2018-12-22 01:26:53.165259,104.248.160.24,192.168.1.196,TCP,80,44884,18825,1514
1159,2018-12-22 01:26:53.165504,192.168.1.196,104.248.160.24,TCP,44884,80,149,86
1160,2018-12-22 01:26:53.177250,104.248.160.24,192.168.1.196,TCP,80,44884,21721,1514
1161,2018-12-22 01:26:53.177496,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
